20.290907	86.809
20.437943	86.868
20.586044	86.928
20.735220	86.992
20.885475	87.055
21.036821	87.118
21.189262	87.181
21.342808	87.244
21.497467	87.308
21.653246	87.373
21.810154	87.438
21.968201	87.504
22.127390	87.571
22.287735	87.638
22.449242	87.705
22.611917	87.772
22.775772	87.838
22.940815	87.905
23.107054	87.970
23.274498	88.035
23.443153	88.099
23.613033	88.162
23.784142	88.225
23.956491	88.287
24.130091	88.348
24.304947	88.409
24.481071	88.470
24.658470	88.530
24.837156	88.590
25.017136	88.651
25.198421	88.711
25.381020	88.771
25.564941	88.831
25.750195	88.891
25.936790	88.951
26.124741	89.011
26.314051	89.071
26.504732	89.131
26.696796	89.191
26.890253	89.250
27.085112	89.310
27.281382	89.369
27.479073	89.427
27.678198	89.485
27.878765	89.543
28.080786	89.600
28.284271	89.656
28.489231	89.712
28.695675	89.768
28.903616	89.824
29.113064	89.881
29.324028	89.937
29.536524	89.994
29.750557	90.051
29.966141	90.107
30.183289	90.163
30.402010	90.218
30.622314	90.273
30.844217	90.327
31.067726	90.380
31.292856	90.433
31.519617	90.487
31.748020	90.542
31.978081	90.597
32.209808	90.653
32.443211	90.709
32.678310	90.765
32.915108	90.819
33.153625	90.873
33.393871	90.925
33.635857	90.976
33.879597	91.027
34.125103	91.077
34.372387	91.128
34.621464	91.178
34.872345	91.227
35.125042	91.276
35.379574	91.323
35.635948	91.367
35.894180	91.410
36.154285	91.453
36.416275	91.495
36.680161	91.539
36.945961	91.586
37.213688	91.636
37.483353	91.689
37.754974	91.744
38.028561	91.800
38.304131	91.855
38.581699	91.908
38.861279	91.959
39.142883	92.009
39.426529	92.057
39.712231	92.105
40.000000	92.153
40.289856	92.202
40.581814	92.250
40.875885	92.298
41.172089	92.345
41.470440	92.391
41.770950	92.436
42.073643	92.480
42.378525	92.523
42.685616	92.566
42.994934	92.608
43.306492	92.649
43.620308	92.687
43.936401	92.722
44.254780	92.752
44.575470	92.778
44.898483	92.800
45.223835	92.822
45.551544	92.847
45.881630	92.878
46.214108	92.917
46.548996	92.965
46.886307	93.019
47.226067	93.076
47.568283	93.134
47.912983	93.190
48.260181	93.243
48.609894	93.294
48.962143	93.342
49.316940	93.388
49.674313	93.432
50.034271	93.473
50.396843	93.511
50.762039	93.546
51.129883	93.580
51.500389	93.614
51.873581	93.647
52.249481	93.680
52.628101	93.713
53.009464	93.745
53.393593	93.777
53.780506	93.809
54.170223	93.841
54.562763	93.872
54.958145	93.903
55.356396	93.934
55.757530	93.965
56.161572	93.996
56.568542	94.027
56.978462	94.056
57.391350	94.083
57.807232	94.109
58.226128	94.135
58.648056	94.161
59.073048	94.186
59.501114	94.211
59.932281	94.235
60.366577	94.259
60.804020	94.281
61.244629	94.304
61.688435	94.325
62.135452	94.346
62.585712	94.365
63.039234	94.384
63.496040	94.403
63.956161	94.424
64.419617	94.445
64.886421	94.466
65.356621	94.487
65.830215	94.508
66.307251	94.528
66.787743	94.548
67.271713	94.568
67.759193	94.589
68.250206	94.611
68.744774	94.634
69.242928	94.657
69.744690	94.681
70.250084	94.705
70.759148	94.729
71.271896	94.753
71.788361	94.776
72.308571	94.801
72.832550	94.827
73.360321	94.853
73.891922	94.879
74.427376	94.903
74.966705	94.924
75.509949	94.942
76.057121	94.958
76.608261	94.971
77.163399	94.982
77.722557	94.989
78.285767	94.992
78.853058	94.991
79.424461	94.984
80.000000	94.969
80.579712	94.948
81.163628	94.921
81.751770	94.886
82.344177	94.845
82.940880	94.797
83.541901	94.743
84.147285	94.686
84.757050	94.626
85.371231	94.566
85.989868	94.509
86.612984	94.460
87.240616	94.423
87.872803	94.395
88.509560	94.376
89.150940	94.361
89.796967	94.346
90.447670	94.331
91.103088	94.317
91.763260	94.309
92.428215	94.311
93.097992	94.325
93.772614	94.352
94.452133	94.393
95.136566	94.444
95.825966	94.503
96.520363	94.566
97.219788	94.628
97.924286	94.688
98.633881	94.742
99.348625	94.791
100.068542	94.833
100.793686	94.868
101.524078	94.897
102.259766	94.918
103.000778	94.933
103.747162	94.943
104.498962	94.946
105.256203	94.946
106.018929	94.944
106.787186	94.940
107.561012	94.938
108.340446	94.938
109.125526	94.942
109.916290	94.949
110.712791	94.960
111.515060	94.973
112.323143	94.988
113.137085	95.002
113.956924	95.015
114.782700	95.028
115.614464	95.042
116.452255	95.057
117.296112	95.074
118.146095	95.093
119.002228	95.113
119.864563	95.134
120.733154	95.154
121.608040	95.173
122.489258	95.191
123.376869	95.206
124.270905	95.220
125.171425	95.235
126.078468	95.250
126.992081	95.265
127.912323	95.280
128.839233	95.292
129.772842	95.304
130.713242	95.315
131.660431	95.325
132.614502	95.335
133.575485	95.343
134.543427	95.350
135.518387	95.356
136.500412	95.361
137.489548	95.365
138.485855	95.370
139.489380	95.374
140.500168	95.378
141.518295	95.381
142.543793	95.384
143.576721	95.386
144.617142	95.387
145.665100	95.388
146.720642	95.389
147.783844	95.389
148.854752	95.390
149.933411	95.389
151.019897	95.389
152.114243	95.388
153.216522	95.387
154.326797	95.385
155.445114	95.383
156.571533	95.381
157.706116	95.379
158.848923	95.376
160.000000	95.371
161.159424	95.364
162.327255	95.355
163.503540	95.345
164.688354	95.334
165.881760	95.324
167.083801	95.313
168.294571	95.302
169.514099	95.291
170.742462	95.279
171.979736	95.267
173.225967	95.255
174.481232	95.243
175.745605	95.231
177.019119	95.218
178.301880	95.206
179.593933	95.193
180.895340	95.180
182.206177	95.167
183.526520	95.154
184.856430	95.141
186.195984	95.127
187.545227	95.113
188.904266	95.098
190.273132	95.083
191.651932	95.068
193.040726	95.053
194.439575	95.038
195.848572	95.023
197.267761	95.009
198.697250	94.995
200.137085	94.983
201.587372	94.972
203.048157	94.961
204.519531	94.951
206.001556	94.940
207.494324	94.929
208.997925	94.919
210.512405	94.908
212.037857	94.898
213.574371	94.887
215.122025	94.877
216.680893	94.866
218.251053	94.854
219.832581	94.841
221.425583	94.828
223.030121	94.814
224.646286	94.800
226.274170	94.786
227.913849	94.771
229.565399	94.757
231.228928	94.743
232.904510	94.729
234.592224	94.716
236.292191	94.703
238.004456	94.690
239.729126	94.676
241.466309	94.663
243.216080	94.648
244.978516	94.634
246.753738	94.618
248.541809	94.602
250.342850	94.585
252.156937	94.567
253.984161	94.549
255.824646	94.531
257.678467	94.513
259.545685	94.497
261.426483	94.481
263.320862	94.466
265.229004	94.450
267.150970	94.434
269.086853	94.419
271.036774	94.404
273.000824	94.389
274.979095	94.373
276.971710	94.356
278.978760	94.339
281.000336	94.320
283.036591	94.301
285.087585	94.280
287.153442	94.260
289.234283	94.239
291.330200	94.219
293.441284	94.199
295.567688	94.180
297.709503	94.161
299.866821	94.144
302.039795	94.126
304.228485	94.109
306.433044	94.091
308.653595	94.075
310.890228	94.059
313.143066	94.044
315.412231	94.032
317.697845	94.023
320.000000	94.016
322.318848	94.010
324.654510	94.004
327.007080	93.998
329.376709	93.992
331.763519	93.986
334.167603	93.979
336.589142	93.973
339.028198	93.966
341.484924	93.959
343.959473	93.952
346.451935	93.946
348.962463	93.941
351.491211	93.937
354.038239	93.934
356.603760	93.931
359.187866	93.929
361.790680	93.927
364.412354	93.925
367.053040	93.925
